company_Name,domain,server,ip_address,organization,MX1,MX2
Frame AI,frame.ai,Netlify,75.2.60.5,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Simplilearn,simplilearn.com,,18.161.6.96,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Reach,reachlabs.co,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
SPHERE Technology Solutions,sphereco.com,LiteSpeed,54.184.190.119,"AS16509 Amazon.com, Inc.",0 sphereco-com.mail.protection.outlook.com.,
Novo,novo.co,,52.25.204.60,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Strategic Risk Associates,srarisk.com,,34.209.167.56,"AS16509 Amazon.com, Inc.",0 srarisk-com.mail.protection.outlook.com.,
Medical Informatics,mic.healthcare,,,AS24940 Hetzner Online GmbH,10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Teampay,teampay.co,,52.25.204.60,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Republic,republic.com,cloudflare,104.22.56.211,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
ClickHouse,clickhouse.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Stellar,ifmrestoration.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Experic,expericservices.com,Flywheel/5.1.0,151.101.130.159,"AS54113 Fastly, Inc.",0 expericservices-com.mail.protection.outlook.com.,
High Street Partners,hsp.com,cloudflare,199.60.103.31,"AS209242 Cloudflare London, LLC",0 hsp-com.mail.protection.outlook.com.,
Bionaut Labs,bionautlabs.com,Squarespace,198.49.23.145,"AS53831 Squarespace, Inc.",0 bionautlabs-com.mail.protection.outlook.com.,
FIDx,fid-x.com,,,AS24940 Hetzner Online GmbH,0 d273947a.ess.barracudanetworks.com.,0 d273947b.ess.barracudanetworks.com.
Certemy,certemy.com,nginx,34.121.251.170,AS396982 Google LLC,1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Lightning Labs,lightning.engineering,cloudflare,104.21.65.216,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.
New View Surgical,newviewsurg.com,nginx,35.172.94.1,"AS14618 Amazon.com, Inc.",0 newviewsurg-com.mail.protection.outlook.com.,
Faraday Pharmaceuticals,faradaypharma.com,Squarespace,198.49.23.144,"AS53831 Squarespace, Inc.",0 faradaypharma.in.tmes.trendmicro.com.,
Greenwood Bank,bankgreenwood.com,,,AS24940 Hetzner Online GmbH,1 mx1-us1.ppe-hosted.com.,1 mx2-us1.ppe-hosted.com.
Upwing Energy,upwingenergy.com,,52.137.90.183,AS8075 Microsoft Corporation,10 spamfw1.thenetworkpro.net.,20 spamfw2.thenetworkpro.net.
GameOn Technology,gameontechnology.com,Netlify,34.83.23.240,AS396982 Google LLC,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Unit21,unit21.ai,,52.11.45.250,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Aerami Therapeutics,aerami.com,Apache,13.57.65.93,"AS16509 Amazon.com, Inc.",10 mx1-us1.ppe-hosted.com.,20 mx2-us1.ppe-hosted.com.
Amaryllis,amaryllispay.com,LiteSpeed,185.132.5.235,"AS55293 A2 Hosting, Inc.",0 amaryllispay-com.mail.protection.outlook.com.,
MALK Organics,malkorganics.com,Apache,50.87.150.60,AS46606 Unified Layer,0 malkorganics-com.mail.protection.outlook.com.,1 aspmx.l.google.com.
15Five,15five.com,cloudflare,141.193.213.21,"AS209242 Cloudflare London, LLC",0 aspmx.l.google.com.,10 alt1.aspmx.l.google.com.
Saphlux,saphlux.com,Squarespace,198.49.23.144,"AS53831 Squarespace, Inc.",10 mxbiz2.qq.com.,5 mxbiz1.qq.com.
Ostro,rxdefine.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
OMNY Health,omnyhealth.com,cloudflare,162.159.134.42,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
BehaVR,behavr.com,cloudflare,141.193.213.20,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Tredence,tredence.com,,,AS24940 Hetzner Online GmbH,10 cluster1.us.messagelabs.com.,20 cluster1a.us.messagelabs.com.
Enveda Biosciences,envedabio.com,,52.11.45.250,"AS16509 Amazon.com, Inc.",1 mx1-us1.ppe-hosted.com.,5 mx2-us1.ppe-hosted.com.
Exyn Technologies,exyntechnologies.com,,,AS24940 Hetzner Online GmbH,1 ASPMX.L.GOOGLE.com.,10 ALT3.ASPMX.L.GOOGLE.com.
Vic.ai,vic.ai,,52.25.204.60,"AS16509 Amazon.com, Inc.",10 alt1.aspmx.l.google.com.,10 alt2.aspmx.l.google.com.
CyberCube,cybcube.com,cloudflare,199.60.103.226,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Helm.ai,helm.ai,Netlify,34.83.11.4,AS396982 Google LLC,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Sound Agriculture,sound-ag.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
SafeAI,safeai.ai,cloudflare,199.60.103.30,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Group14 Technologies,group14.technology,Netlify,50.18.215.94,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Small Door,smalldoorvet.com,Netlify,50.18.142.31,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
MarginEdge,marginedge.com,cloudflare,199.60.103.2,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Nerdio,getnerdio.com,Sucuri/Cloudproxy,192.124.249.110,AS30148 Sucuri,0 getnerdio-com.mail.protection.outlook.com.,
Heyday,heydayskincare.com,cloudflare,23.227.38.74,"AS13335 Cloudflare, Inc.",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
quadric.io,quadric.io,Apache,45.79.85.163,AS63949 Akamai Connected Cloud,10 aspmx.l.google.com.,
ZincFive,zincfive.com,Flywheel/5.1.0,151.101.66.159,"AS54113 Fastly, Inc.",0 us-smtp-inbound-1.mimecast.com.,0 us-smtp-inbound-2.mimecast.com.
User Interviews,userinterviews.com,cloudflare,172.67.43.157,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Gilgamesh Pharmaceuticals,gilgameshpharmaceutical.com,,34.209.167.56,"AS16509 Amazon.com, Inc.",10 us-smtp-inbound-1.mimecast.com.,10 us-smtp-inbound-2.mimecast.com.
Massive Bio,massivebio.com,nginx,52.162.87.62,AS8075 Microsoft Corporation,10 massivebio-com.mail.protection.outlook.com.,
Bilt Rewards,biltrewards.com,Vercel,76.76.21.98,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Element Energy,elementenergy.com,,,AS24940 Hetzner Online GmbH,0 elementenergy-com.mail.protection.outlook.com.,
A2 Biotherapeutics,a2bio.com,cloudflare,104.26.10.185,"AS13335 Cloudflare, Inc.",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Flexport,flexport.com,Netlify,54.176.41.87,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Trilio,trilio.io,,,AS24940 Hetzner Online GmbH,1 ASPMX.L.GOOGLE.COM.,10 ALT3.ASPMX.L.GOOGLE.COM.
Drata,drata.com,cloudflare,104.18.24.210,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Fathom,fathomhealth.com,,76.223.27.102,"AS16509 Amazon.com, Inc.",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Poppi,drinkpoppi.com,Apache/2.4.29 (Ubuntu),35.227.198.201,AS15169 Google LLC,0 drinkpoppi-com.mail.protection.outlook.com.,
Axiom Space,axiomspace.com,Squarespace,198.185.159.144,"AS53831 Squarespace, Inc.",10 us-smtp-inbound-1.mimecast.com.,20 us-smtp-inbound-2.mimecast.com.
KIYATEC,kiyatec.com,nginx,35.172.94.1,"AS14618 Amazon.com, Inc.",10 us-smtp-inbound-1.mimecast.com.,10 us-smtp-inbound-2.mimecast.com.
Synchron,synchron.com,Apache,173.201.191.100,"AS398101 GoDaddy.com, LLC",10 synchron-com.mail.protection.outlook.com.,
OpenLoop,openloophealth.com,AmazonS3,99.84.66.16,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
DispatchHealth,dispatchhealth.com,istio-envoy,99.84.66.84,"AS16509 Amazon.com, Inc.",0 dispatchhealth-com.mail.protection.outlook.com.,
iNNBeauty Project,innbeautyproject.com,cloudflare,23.227.38.32,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Eggtronic,eggtronic.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Alio,alio.ai,Flywheel/5.1.0,151.101.194.159,"AS54113 Fastly, Inc.",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Allay Therapeutics,allaytx.com,nginx,35.237.242.151,AS396982 Google LLC,0 allaytx-com.mail.protection.outlook.com.,
Pathrise,pathrise.com,cloudflare,172.67.73.18,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Cedar,cedar.com,cloudflare,104.18.108.62,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
MOON Ultra,moonultra.com,,52.25.204.60,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Audio Up Media,audioup.com,Squarespace,198.49.23.144,"AS53831 Squarespace, Inc.",0 audioup-com.mail.protection.outlook.com.,
BrightSpec,brightspec.com,Apache,100.25.169.250,"AS14618 Amazon.com, Inc.",0 brightspec-com.mail.protection.outlook.com.,
Tropos Technologies,tropostech.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Caban Systems,cabansystems.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Prime Roots,primeroots.com,cloudflare,23.227.38.74,"AS13335 Cloudflare, Inc.",0 primeroots-com.mail.protection.outlook.com.,
Particle,particle.io,Netlify,34.168.30.71,AS396982 Google LLC,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
MycoWorks,mycoworks.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
